id_sesi,mata_kuliah,kelas,dosen,asisten,ruang_lab,peralatan_lab,inventaris_ruang_lab,hari,slot,warna_graph
L4-S069,Struktur Data,B,Dr. Budi M.Cs. (D02),['Hadi (A26)'],Lab-F,"['Alat-06', 'Alat-07']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Kamis,6,10
L4-S007,Keamanan Jaringan,A,Dr. Sari M.Eng. (D10),['Dewi (A11)'],Lab-E,"['Alat-09', 'Alat-10']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Kamis,6,10
L4-S015,Komputasi Awan,A,Dr. Maya Ph.D. (D13),"['Eka (A10)', 'Hadi (A04)']",Lab-D,"['Alat-02', 'Alat-03', 'Alat-13']","[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Kamis,7,10
L4-S017,Keamanan Jaringan,B,"Dr. Lutfi S.Kom., M.Kom. (D14)","['Kartika (A05)', 'Maya (A18)']",Lab-A,"['Alat-08', 'Alat-16']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Kamis,7,10
L4-S055,Basis Data,A,Dr. Sari M.Eng. (D10),['Yoga (A08)'],Lab-G,['Alat-12'],"[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Kamis,8,11
L4-S004,Jaringan Komputer,A,Dr. Rama M.Eng. (D11),"['Oka (A07)', 'Umi (A12)']",Lab-E,['Alat-06'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Kamis,8,11
L4-S029,Keamanan Jaringan,A,"Dr. Lutfi S.Kom., M.Kom. (D14)","['Indah (A09)', 'Oka (A17)']",Lab-D,"['Alat-02', 'Alat-10']","[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Kamis,8,11
L4-S060,Komputasi Awan,C,Dr. Maya Ph.D. (D13),"['Dewi (A02)', 'Dewi (A11)']",Lab-H,"['Alat-01', 'Alat-05', 'Alat-07']","[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Kamis,9,11
L4-S082,Sistem Operasi,A,Dr. Vina M.Cs. (D04),"['Eka (A10)', 'Hadi (A04)']",Lab-F,['Alat-03'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Kamis,9,11
L4-S071,Keamanan Jaringan,B,Dr. Putri Ph.D. (D15),"['Gita (A23)', 'Hadi (A26)']",Lab-B,['Alat-08'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Kamis,10,11
L4-S035,Data Mining,C,Dr. Citra Ph.D. (D16),['Umi (A01)'],Lab-C,['Alat-16'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Kamis,10,11
L4-S092,Basis Data,B,Dr. Maya Ph.D. (D13),['Dewi (A02)'],Lab-H,"['Alat-01', 'Alat-05', 'Alat-08']","[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Jumat,1,12
L4-S070,Pemrograman Mobile,B,Dr. Zahra M.Cs. (D17),['Hadi (A04)'],Lab-B,"['Alat-02', 'Alat-11', 'Alat-15']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Jumat,1,12
L4-S013,Kecerdasan Buatan,C,Dr. Eka M.Cs. (D05),['Dewi (A11)'],Lab-A,"['Alat-06', 'Alat-07']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Jumat,2,12
L4-S024,Struktur Data,A,"Dr. Adi S.T., M.T. (D07)","['Farhan (A19)', 'Oka (A17)']",Lab-C,['Alat-10'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Jumat,2,12
L4-S064,Multimedia,C,"Dr. Kartika S.T., M.T. (D08)","['Maya (A18)', 'Umi (A15)']",Lab-E,['Alat-04'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Jumat,3,12
L4-S085,IoT,C,"Dr. Yoga S.T., M.T. (D12)",['Indah (A09)'],Lab-I,['Alat-17'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Jumat,3,12
L4-S083,Algoritma & Pemrograman,C,Dr. Maya Ph.D. (D13),['Gita (A23)'],Lab-F,['Alat-03'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Jumat,4,13
L4-S022,Keamanan Jaringan,A,Dr. Citra Ph.D. (D16),"['Dewi (A24)', 'Oka (A07)']",Lab-C,"['Alat-04', 'Alat-07']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Jumat,4,13
L4-S008,Pemrograman Web,B,Dr. Rama M.Eng. (D11),['Hadi (A26)'],Lab-A,"['Alat-08', 'Alat-17']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Jumat,5,13
L4-S005,Robotika,C,Dr. Vina M.Cs. (D04),"['Eka (A10)', 'Kartika (A16)']",Lab-I,"['Alat-09', 'Alat-11', 'Alat-16']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Jumat,5,13
L4-S075,Sistem Operasi,B,"Dr. Sari S.T., M.T. (D06)",['Yoga (A08)'],Lab-D,"['Alat-05', 'Alat-14']","[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Jumat,6,13
L4-S051,Data Mining,B,Dr. Citra Ph.D. (D01),['Kartika (A05)'],Lab-B,['Alat-02'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Jumat,6,13
L4-S078,Algoritma & Pemrograman,A,"Dr. Lutfi S.Kom., M.Kom. (D14)",['Maya (A18)'],Lab-D,['Alat-08'],"[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Jumat,7,14
L4-S091,Keamanan Jaringan,B,Dr. Citra Ph.D. (D01),['Umi (A01)'],Lab-G,"['Alat-03', 'Alat-15']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Jumat,7,14
L4-S044,Machine Learning,B,"Dr. Taufik S.Kom., M.Kom. (D03)","['Dewi (A24)', 'Taufik (A25)']",Lab-B,['Alat-07'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Jumat,8,14
L4-S006,Sistem Tertanam,C,Dr. Sari M.Eng. (D10),"['Joko (A21)', 'Kartika (A16)']",Lab-H,['Alat-16'],"[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Jumat,8,14
L4-S084,IoT,C,Dr. Rama M.Eng. (D11),"['Dewi (A02)', 'Lutfi (A22)']",Lab-A,['Alat-13'],"[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Jumat,9,14
L4-S053,Sistem Digital,B,Dr. Citra Ph.D. (D16),['Indah (A09)'],Lab-I,['Alat-02'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Jumat,9,14
L4-S019,Mikrokontroler,C,Dr. Sari M.Eng. (D10),['Oka (A07)'],Lab-F,['Alat-07'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Jumat,10,15
L4-S067,Keamanan Jaringan,B,Dr. Zahra M.Cs. (D17),['Rama (A06)'],Lab-C,"['Alat-03', 'Alat-16']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Jumat,10,15
